Club,Año,Formation,sum(Min),sum(Sh),sum(G),sum(ShA),sum(GA),Edad,Valor plantilla (mill. €),Amarillas,Rojas,Posesión (%),Acierto Pase (%),Rating,Pais
Real Betis,2020,4-5-1,188,20,2,21,3,26.8,207.70,87,8,52.9,82.0,6.64,España
Real Betis,2020,4-3-3,158,22,3,15,4,26.8,207.70,87,8,52.9,82.0,6.64,España
Real Betis,2020,4-3-1-2,29,2,0,4,1,26.8,207.70,87,8,52.9,82.0,6.64,España
Real Madrid,2020,4-3-3,2289,350,44,238,18,24.8,787.30,57,2,57.7,87.7,6.86,España
Real Madrid,2020,4-2-3-1,553,84,7,59,6,24.8,787.30,57,2,57.7,87.7,6.86,España
Real Madrid,2020,4-3-1-2,289,40,6,34,3,24.8,787.30,57,2,57.7,87.7,6.86,España
Real Madrid,2020,3-4-3,272,52,7,22,0,24.8,787.30,57,2,57.7,87.7,6.86,España
Real Madrid,2020,3-5-2,103,18,3,6,1,24.8,787.30,57,2,57.7,87.7,6.86,España
Real Madrid,2020,4-4-2,18,6,0,1,0,24.8,787.30,57,2,57.7,87.7,6.86,España
Real Sociedad,2020,4-3-3,1733,218,33,133,16,24.7,406.60,81,1,53.7,80.8,6.65,España
Real Sociedad,2020,4-2-3-1,936,107,8,89,8,24.7,406.60,81,1,53.7,80.8,6.65,España
Real Sociedad,2020,4-4-2,511,64,10,76,5,24.7,406.60,81,1,53.7,80.8,6.65,España
Real Sociedad,2020,4-5-1,188,16,6,19,2,24.7,406.60,81,1,53.7,80.8,6.65,España
Real Sociedad,2020,3-4-3,104,9,1,13,5,24.7,406.60,81,1,53.7,80.8,6.65,España
Real Sociedad,2020,3-5-2,71,15,1,5,2,24.7,406.60,81,1,53.7,80.8,6.65,España
Real Sociedad,2020,5-4-1,15,2,0,2,0,24.7,406.60,81,1,53.7,80.8,6.65,España
Real Valladolid,2020,4-4-2,2145,230,23,280,29,26.9,63.05,93,4,46.2,74.8,6.46,España
Real Valladolid,2020,4-2-3-1,741,54,6,102,17,26.9,63.05,93,4,46.2,74.8,6.46,España
Real Valladolid,2020,4-3-3,516,66,4,60,7,26.9,63.05,93,4,46.2,74.8,6.46,España
Real Valladolid,2020,3-5-2,87,7,0,21,0,26.9,63.05,93,4,46.2,74.8,6.46,España
Real Valladolid,2020,3-4-3,27,9,1,2,1,26.9,63.05,93,4,46.2,74.8,6.46,España
Real Valladolid,2020,5-4-1,21,1,0,4,2,26.9,63.05,93,4,46.2,74.8,6.46,España
Real Valladolid,2020,5-3-2,7,0,0,4,1,26.9,63.05,93,4,46.2,74.8,6.46,España
Reims,2020,4-3-3,1981,195,23,276,25,23.1,105.18,75,8,22.6,80.7,6.6,Francia
Reims,2020,4-4-2,1006,115,11,140,16,23.1,105.18,75,8,22.6,80.7,6.6,Francia
Reims,2020,4-2-3-1,446,51,6,73,7,23.1,105.18,75,8,22.6,80.7,6.6,Francia
Reims,2020,4-5-1,124,5,2,24,2,23.1,105.18,75,8,22.6,80.7,6.6,Francia
Rennes,2020,4-3-3,2499,370,41,254,30,24.2,297.50,80,5,56.8,85.6,6.69,Francia
Rennes,2020,4-4-2,536,83,9,57,4,24.2,297.50,80,5,56.8,85.6,6.69,Francia
Rennes,2020,4-2-3-1,229,28,0,19,3,24.2,297.50,80,5,56.8,85.6,6.69,Francia
Rennes,2020,4-5-1,204,23,2,27,3,24.2,297.50,80,5,56.8,85.6,6.69,Francia
Rennes,2020,3-5-2,94,10,0,10,0,24.2,297.50,80,5,56.8,85.6,6.69,Francia
Roma,2020,3-4-3,2747,402,51,300,43,24.6,395.65,84,3,51.5,84.5,6.71,Italia
Roma,2020,4-2-3-1,492,97,14,61,9,24.6,395.65,84,3,51.5,84.5,6.71,Italia
Roma,2020,4-4-2,153,20,2,14,2,24.6,395.65,84,3,51.5,84.5,6.71,Italia
Roma,2020,4-3-3,98,15,1,21,1,24.6,395.65,84,3,51.5,84.5,6.71,Italia
Roma,2020,3-5-2,60,11,0,3,0,24.6,395.65,84,3,51.5,84.5,6.71,Italia
SD Huesca,2020,3-5-2,1329,159,14,150,18,26.5,64.10,68,2,48.7,79.8,6.55,España
SD Huesca,2020,4-3-3,656,74,6,88,9,26.5,64.10,68,2,48.7,79.8,6.55,España
SD Huesca,2020,4-4-2,635,72,4,80,10,26.5,64.10,68,2,48.7,79.8,6.55,España
SD Huesca,2020,4-2-3-1,408,45,4,36,7,26.5,64.10,68,2,48.7,79.8,6.55,España
SD Huesca,2020,3-4-3,343,39,4,42,4,26.5,64.10,68,2,48.7,79.8,6.55,España
SD Huesca,2020,5-3-2,130,7,2,20,2,26.5,64.10,68,2,48.7,79.8,6.55,España
SD Huesca,2020,5-4-1,44,5,0,4,2,26.5,64.10,68,2,48.7,79.8,6.55,España
SD Huesca,2020,4-3-1-2,20,4,0,2,1,26.5,64.10,68,2,48.7,79.8,6.55,España
Saint-Etienne,2020,4-4-2,1354,183,14,166,22,23.6,154.50,76,2,49.0,79.3,6.59,Francia
Saint-Etienne,2020,4-3-3,841,99,13,100,12,23.6,154.50,76,2,49.0,79.3,6.59,Francia
Saint-Etienne,2020,4-2-3-1,750,112,11,64,7,23.6,154.50,76,2,49.0,79.3,6.59,Francia
Saint-Etienne,2020,3-5-2,225,19,1,25,6,23.6,154.50,76,2,49.0,79.3,6.59,Francia
Saint-Etienne,2020,4-3-1-2,183,11,0,34,6,23.6,154.50,76,2,49.0,79.3,6.59,Francia
Saint-Etienne,2020,4-5-1,95,6,2,13,0,23.6,154.50,76,2,49.0,79.3,6.59,Francia
Saint-Etienne,2020,3-4-3,94,13,1,10,0,23.6,154.50,76,2,49.0,79.3,6.59,Francia
Saint-Etienne,2020,5-3-2,8,1,0,4,1,23.6,154.50,76,2,49.0,79.3,6.59,Francia
Sampdoria,2020,4-4-2,1661,191,23,253,22,26.4,127.18,81,3,20.6,78.5,6.63,Italia
Sampdoria,2020,4-5-1,1036,105,16,154,17,26.4,127.18,81,3,20.6,78.5,6.63,Italia
Sampdoria,2020,4-3-1-2,264,34,4,37,2,26.4,127.18,81,3,20.6,78.5,6.63,Italia
Sampdoria,2020,3-5-2,229,44,4,31,7,26.4,127.18,81,3,20.6,78.5,6.63,Italia
Sampdoria,2020,4-3-3,216,29,2,27,6,26.4,127.18,81,3,20.6,78.5,6.63,Italia
Sampdoria,2020,5-3-2,156,23,3,17,0,26.4,127.18,81,3,20.6,78.5,6.63,Italia
Sassuolo,2020,4-2-3-1,2969,470,59,420,51,24.9,241.74,74,4,31.3,87.8,6.67,Italia
Sassuolo,2020,3-4-3,329,27,2,44,2,24.9,241.74,74,4,31.3,87.8,6.67,Italia
Sassuolo,2020,4-3-3,171,17,2,40,0,24.9,241.74,74,4,31.3,87.8,6.67,Italia
Sassuolo,2020,4-4-2,55,14,0,12,1,24.9,241.74,74,4,31.3,87.8,6.67,Italia
Sassuolo,2020,5-4-1,15,1,0,4,2,24.9,241.74,74,4,31.3,87.8,6.67,Italia
Sassuolo,2020,4-5-1,13,2,0,4,0,24.9,241.74,74,4,31.3,87.8,6.67,Italia
Sassuolo,2020,3-5-2,10,2,1,1,0,24.9,241.74,74,4,31.3,87.8,6.67,Italia
Schalke 04,2020,3-5-2,1458,117,12,277,37,24.8,123.05,70,2,46.2,76.5,6.41,Alemania
Schalke 04,2020,4-2-3-1,1208,141,7,234,33,24.8,123.05,70,2,46.2,76.5,6.41,Alemania
Schalke 04,2020,4-4-2,296,24,5,61,11,24.8,123.05,70,2,46.2,76.5,6.41,Alemania
Schalke 04,2020,4-3-3,183,21,1,21,5,24.8,123.05,70,2,46.2,76.5,6.41,Alemania
Sevilla,2020,4-3-3,3311,430,52,329,27,25.6,418.25,75,2,58.7,86.2,6.7,España
Sevilla,2020,4-2-3-1,139,17,0,16,5,25.6,418.25,75,2,58.7,86.2,6.7,España
Sevilla,2020,3-4-3,52,3,0,4,1,25.6,418.25,75,2,58.7,86.2,6.7,España
Sevilla,2020,4-3-1-2,27,1,0,1,0,25.6,418.25,75,2,58.7,86.2,6.7,España
Sevilla,2020,4-4-2,26,7,1,0,0,25.6,418.25,75,2,58.7,86.2,6.7,España
Sevilla,2020,3-5-2,17,3,0,3,0,25.6,418.25,75,2,58.7,86.2,6.7,España
Sheffield United,2020,3-5-2,2218,211,12,349,44,24.9,149.85,73,3,43.0,76.9,6.46,Inglaterra
Sheffield United,2020,5-3-2,476,26,3,73,9,24.9,149.85,73,3,43.0,76.9,6.46,Inglaterra
Sheffield United,2020,3-4-3,412,40,2,52,2,24.9,149.85,73,3,43.0,76.9,6.46,Inglaterra
Sheffield United,2020,4-3-1-2,221,26,2,25,4,24.9,149.85,73,3,43.0,76.9,6.46,Inglaterra
Sheffield United,2020,4-4-2,112,8,1,27,2,24.9,149.85,73,3,43.0,76.9,6.46,Inglaterra
Sheffield United,2020,4-5-1,81,4,0,16,1,24.9,149.85,73,3,43.0,76.9,6.46,Inglaterra
Sheffield United,2020,4-3-3,59,11,0,3,1,24.9,149.85,73,3,43.0,76.9,6.46,Inglaterra
Southampton,2020,4-4-2,35946,396,44,385,59,24.5,282.80,52,3,51.4,79.3,6.62,Inglaterra
Southampton,2020,4-3-3,104,10,1,8,2,24.5,282.80,52,3,51.4,79.3,6.62,Inglaterra
Southampton,2020,4-3-1-2,79,4,1,22,1,24.5,282.80,52,3,51.4,79.3,6.62,Inglaterra
Southampton,2020,4-2-3-1,49,6,1,8,3,24.5,282.80,52,3,51.4,79.3,6.62,Inglaterra
Southampton,2020,3-4-3,31,3,0,1,0,24.5,282.80,52,3,51.4,79.3,6.62,Inglaterra
Southampton,2020,3-5-2,31,4,0,1,0,24.5,282.80,52,3,51.4,79.3,6.62,Inglaterra
Southampton,2020,5-4-1,12,0,0,4,3,24.5,282.80,52,3,51.4,79.3,6.62,Inglaterra
Spezia,2020,4-3-3,3434,370,48,400,70,25.7,71.68,92,5,30.5,81.1,6.5,Italia
Spezia,2020,4-4-2,94,15,2,16,2,25.7,71.68,92,5,30.5,81.1,6.5,Italia
Spezia,2020,4-3-1-2,26,1,1,6,0,25.7,71.68,92,5,30.5,81.1,6.5,Italia
Spezia,2020,5-3-2,14,4,1,3,0,25.7,71.68,92,5,30.5,81.1,6.5,Italia
Strasbourg,2020,4-2-3-1,1260,133,14,129,24,25.2,109.65,56,3,46.5,78.3,6.61,Francia
Strasbourg,2020,4-3-1-2,1102,157,22,117,13,25.2,109.65,56,3,46.5,78.3,6.61,Francia
Strasbourg,2020,5-3-2,442,39,8,48,4,25.2,109.65,56,3,46.5,78.3,6.61,Francia
Strasbourg,2020,3-4-3,187,25,1,29,6,25.2,109.65,56,3,46.5,78.3,6.61,Francia
Strasbourg,2020,4-4-2,160,17,2,20,2,25.2,109.65,56,3,46.5,78.3,6.61,Francia
Strasbourg,2020,4-3-3,149,32,1,17,6,25.2,109.65,56,3,46.5,78.3,6.61,Francia
Strasbourg,2020,3-5-2,94,17,1,5,0,25.2,109.65,56,3,46.5,78.3,6.61,Francia
Strasbourg,2020,5-4-1,88,9,0,10,2,25.2,109.65,56,3,46.5,78.3,6.61,Francia
Strasbourg,2020,4-5-1,77,6,0,8,1,25.2,109.65,56,3,46.5,78.3,6.61,Francia
Torino,2020,3-5-2,2499,329,27,355,46,25.4,175.28,72,4,23.5,80.5,6.59,Italia
Torino,2020,4-3-1-2,823,96,15,116,16,25.4,175.28,72,4,23.5,80.5,6.59,Italia
Torino,2020,3-4-3,151,18,1,19,5,25.4,175.28,72,4,23.5,80.5,6.59,Italia
Torino,2020,4-4-2,80,13,6,6,0,25.4,175.28,72,4,23.5,80.5,6.59,Italia
Torino,2020,5-3-2,26,3,1,6,2,25.4,175.28,72,4,23.5,80.5,6.59,Italia
Torino,2020,4-3-3,15,1,0,7,0,25.4,175.28,72,4,23.5,80.5,6.59,Italia
Tottenham,2020,4-2-3-1,2567,332,43,343,27,24.6,703.50,53,2,51.3,81.8,6.81,Inglaterra
Tottenham,2020,4-4-2,314,32,6,49,3,24.6,703.50,53,2,51.3,81.8,6.81,Inglaterra
Tottenham,2020,4-3-3,288,42,12,33,8,24.6,703.50,53,2,51.3,81.8,6.81,Inglaterra
Tottenham,2020,3-5-2,204,21,3,29,3,24.6,703.50,53,2,51.3,81.8,6.81,Inglaterra
Tottenham,2020,3-4-3,193,18,4,34,4,24.6,703.50,53,2,51.3,81.8,6.81,Inglaterra
Tottenham,2020,5-3-2,20,1,0,3,0,24.6,703.50,53,2,51.3,81.8,6.81,Inglaterra
Udinese,2020,3-5-2,2131,268,25,265,37,25.8,173.00,63,2,47.2,82.5,6.55,Italia
Udinese,2020,3-4-3,1149,122,14,176,19,25.8,173.00,63,2,47.2,82.5,6.55,Italia
Udinese,2020,4-3-3,98,13,1,12,1,25.8,173.00,63,2,47.2,82.5,6.55,Italia
Udinese,2020,5-3-2,93,2,0,4,0,25.8,173.00,63,2,47.2,82.5,6.55,Italia
Udinese,2020,4-5-1,63,10,1,4,1,25.8,173.00,63,2,47.2,82.5,6.55,Italia
Udinese,2020,4-2-3-1,16,2,1,1,0,25.8,173.00,63,2,47.2,82.5,6.55,Italia
Union Berlin,2020,3-5-2,1616,210,23,185,21,25.8,82.05,55,2,20.9,76.2,6.62,Alemania
Union Berlin,2020,4-2-3-1,630,77,13,72,8,25.8,82.05,55,2,20.9,76.2,6.62,Alemania
Union Berlin,2020,4-3-3,282,39,4,37,5,25.8,82.05,55,2,20.9,76.2,6.62,Alemania
Union Berlin,2020,3-4-3,277,34,6,27,3,25.8,82.05,55,2,20.9,76.2,6.62,Alemania
Union Berlin,2020,5-3-2,227,25,4,29,4,25.8,82.05,55,2,20.9,76.2,6.62,Alemania
Union Berlin,2020,4-4-2,145,12,0,19,2,25.8,82.05,55,2,20.9,76.2,6.62,Alemania
Valencia,2020,4-4-2,2838,323,41,419,43,24.7,278.85,77,5,47.9,79.4,6.6,España
Valencia,2020,3-4-3,278,27,3,49,2,24.7,278.85,77,5,47.9,79.4,6.6,España
Valencia,2020,5-4-1,272,26,4,52,2,24.7,278.85,77,5,47.9,79.4,6.6,España
Valencia,2020,5-3-2,79,6,1,12,3,24.7,278.85,77,5,47.9,79.4,6.6,España
Valencia,2020,4-2-3-1,69,9,1,7,1,24.7,278.85,77,5,47.9,79.4,6.6,España
Valencia,2020,4-5-1,40,3,0,4,1,24.7,278.85,77,5,47.9,79.4,6.6,España
Valencia,2020,4-3-3,14,3,0,5,1,24.7,278.85,77,5,47.9,79.4,6.6,España
Verona,2020,3-4-3,3406,380,41,519,45,24.2,157.21,91,1,49.6,76.3,6.59,Italia
Verona,2020,4-4-2,93,19,0,11,2,24.2,157.21,91,1,49.6,76.3,6.59,Italia
Verona,2020,4-2-3-1,70,8,2,7,1,24.2,157.21,91,1,49.6,76.3,6.59,Italia
VfB Stuttgart,2020,3-4-3,2128,287,32,305,40,23.8,189.25,63,2,27.4,81.1,6.68,Alemania
VfB Stuttgart,2020,3-5-2,716,119,17,98,11,23.8,189.25,63,2,27.4,81.1,6.68,Alemania
VfB Stuttgart,2020,4-3-3,177,35,4,30,2,23.8,189.25,63,2,27.4,81.1,6.68,Alemania
VfB Stuttgart,2020,4-2-3-1,148,19,3,23,2,23.8,189.25,63,2,27.4,81.1,6.68,Alemania
Villarreal,2020,4-4-2,1623,188,37,210,19,25.9,292.60,65,5,54.3,84.4,6.66,España
Villarreal,2020,4-3-3,1478,161,19,154,22,25.9,292.60,65,5,54.3,84.4,6.66,España
Villarreal,2020,4-2-3-1,181,22,2,21,0,25.9,292.60,65,5,54.3,84.4,6.66,España
Villarreal,2020,4-5-1,97,15,1,8,1,25.9,292.60,65,5,54.3,84.4,6.66,España
Villarreal,2020,3-5-2,95,16,1,12,2,25.9,292.60,65,5,54.3,84.4,6.66,España
Villarreal,2020,3-4-3,86,7,0,4,0,25.9,292.60,65,5,54.3,84.4,6.66,España
Werder Bremen,2020,3-5-2,1080,122,12,149,15,25.2,111.98,63,3,18.4,76.2,6.52,Alemania
Werder Bremen,2020,3-4-3,971,91,13,158,19,25.2,111.98,63,3,18.4,76.2,6.52,Alemania
Werder Bremen,2020,4-2-3-1,436,56,2,53,9,25.2,111.98,63,3,18.4,76.2,6.52,Alemania
Werder Bremen,2020,4-3-1-2,218,38,4,31,5,25.2,111.98,63,3,18.4,76.2,6.52,Alemania
Werder Bremen,2020,4-3-3,204,31,3,32,1,25.2,111.98,63,3,18.4,76.2,6.52,Alemania
Werder Bremen,2020,5-3-2,145,9,2,20,3,25.2,111.98,63,3,18.4,76.2,6.52,Alemania
Werder Bremen,2020,4-4-2,82,7,0,8,3,25.2,111.98,63,3,18.4,76.2,6.52,Alemania
Werder Bremen,2020,4-5-1,45,7,0,8,2,25.2,111.98,63,3,18.4,76.2,6.52,Alemania
West Bromwich Albion,2020,4-3-3,1204,109,7,166,15,26.1,141.15,51,4,41.0,72.2,6.51,Inglaterra
West Bromwich Albion,2020,4-5-1,958,85,10,176,28,26.1,141.15,51,4,41.0,72.2,6.51,Inglaterra
West Bromwich Albion,2020,5-4-1,486,43,5,100,16,26.1,141.15,51,4,41.0,72.2,6.51,Inglaterra
West Bromwich Albion,2020,3-5-2,264,38,3,38,4,26.1,141.15,51,4,41.0,72.2,6.51,Inglaterra
West Bromwich Albion,2020,4-2-3-1,198,19,4,38,4,26.1,141.15,51,4,41.0,72.2,6.51,Inglaterra
West Bromwich Albion,2020,4-4-2,188,26,6,30,3,26.1,141.15,51,4,41.0,72.2,6.51,Inglaterra
West Bromwich Albion,2020,5-3-2,135,13,0,23,1,26.1,141.15,51,4,41.0,72.2,6.51,Inglaterra
West Bromwich Albion,2020,3-4-3,120,8,0,32,5,26.1,141.15,51,4,41.0,72.2,6.51,Inglaterra
West Ham,2020,4-2-3-1,1963,276,36,257,23,26.5,334.90,48,3,44.5,77.8,6.77,Inglaterra
West Ham,2020,5-4-1,559,67,12,55,8,26.5,334.90,48,3,44.5,77.8,6.77,Inglaterra
West Ham,2020,3-4-3,553,81,10,64,7,26.5,334.90,48,3,44.5,77.8,6.77,Inglaterra
West Ham,2020,3-5-2,326,30,3,61,7,26.5,334.90,48,3,44.5,77.8,6.77,Inglaterra
West Ham,2020,4-3-3,167,15,0,27,2,26.5,334.90,48,3,44.5,77.8,6.77,Inglaterra
West Ham,2020,4-5-1,14,2,1,3,0,26.5,334.90,48,3,44.5,77.8,6.77,Inglaterra
West Ham,2020,4-4-2,3,0,0,1,0,26.5,334.90,48,3,44.5,77.8,6.77,Inglaterra
Wolfsburg,2020,4-2-3-1,2671,407,56,307,35,26.0,256.83,56,3,51.0,78.0,6.8,Alemania
Wolfsburg,2020,4-3-3,376,57,3,37,2,26.0,256.83,56,3,51.0,78.0,6.8,Alemania
Wolfsburg,2020,4-4-2,93,13,1,9,0,26.0,256.83,56,3,51.0,78.0,6.8,Alemania
Wolfsburg,2020,4-5-1,43,4,1,5,0,26.0,256.83,56,3,51.0,78.0,6.8,Alemania
Wolverhampton Wanderers,2020,3-4-3,1412,157,11,191,15,23.9,450.30,53,1,49.7,83.2,6.67,Inglaterra
Wolverhampton Wanderers,2020,3-5-2,840,99,6,105,12,23.9,450.30,53,1,49.7,83.2,6.67,Inglaterra
Wolverhampton Wanderers,2020,4-2-3-1,839,133,13,96,13,23.9,450.30,53,1,49.7,83.2,6.67,Inglaterra
Wolverhampton Wanderers,2020,4-3-3,335,51,3,35,8,23.9,450.30,53,1,49.7,83.2,6.67,Inglaterra
Wolverhampton Wanderers,2020,5-3-2,80,9,1,12,2,23.9,450.30,53,1,49.7,83.2,6.67,Inglaterra
Wolverhampton Wanderers,2020,4-4-2,52,13,1,3,2,23.9,450.30,53,1,49.7,83.2,6.67,Inglaterra
Wolverhampton Wanderers,2020,5-4-1,29,4,1,3,0,23.9,450.30,53,1,49.7,83.2,6.67,Inglaterra
AC Milan,2019,4-3-3,1408,228,14,171,19,25.2,404.33,93,6,53.6,84.5,6.79,Italia
AC Milan,2019,4-2-3-1,1330,246,35,156,14,25.2,404.33,93,6,53.6,84.5,6.79,Italia
AC Milan,2019,4-4-2,460,91,10,56,4,25.2,404.33,93,6,53.6,84.5,6.79,Italia
AC Milan,2019,4-3-1-2,255,39,1,41,4,25.2,404.33,93,6,53.6,84.5,6.79,Italia
AC Milan,2019,4-5-1,118,18,3,20,5,25.2,404.33,93,6,53.6,84.5,6.79,Italia
Alaves,2019,4-4-2,2530,241,26,340,43,26.1,106.75,105,7,43.2,70.2,6.52,España
Alaves,2019,4-3-3,517,38,2,66,8,26.1,106.75,105,7,43.2,70.2,6.52,España
Alaves,2019,4-2-3-1,199,15,3,23,1,26.1,106.75,105,7,43.2,70.2,6.52,España
Alaves,2019,5-3-2,181,9,2,28,2,26.1,106.75,105,7,43.2,70.2,6.52,España
Alaves,2019,4-5-1,61,3,1,4,2,26.1,106.75,105,7,43.2,70.2,6.52,España
Alaves,2019,3-5-2,40,4,0,4,1,26.1,106.75,105,7,43.2,70.2,6.52,España
Alaves,2019,4-3-1-2,23,3,0,6,1,26.1,106.75,105,7,43.2,70.2,6.52,España
Alaves,2019,5-4-1,16,1,0,1,0,26.1,106.75,105,7,43.2,70.2,6.52,España
Alaves,2019,3-4-3,15,0,0,2,1,26.1,106.75,105,7,43.2,70.2,6.52,España
Amiens,2019,4-2-3-1,1943,179,25,301,34,25.3,61.93,55,4,16.7,77.4,6.5,Francia
Amiens,2019,4-4-2,349,28,2,47,6,25.3,61.93,55,4,16.7,77.4,6.5,Francia
Amiens,2019,4-5-1,121,10,1,23,5,25.3,61.93,55,4,16.7,77.4,6.5,Francia
Amiens,2019,3-4-3,82,4,1,10,2,25.3,61.93,55,4,16.7,77.4,6.5,Francia
Amiens,2019,5-4-1,63,5,0,9,2,25.3,61.93,55,4,16.7,77.4,6.5,Francia
Amiens,2019,4-3-3,41,6,0,8,0,25.3,61.93,55,4,16.7,77.4,6.5,Francia
Amiens,2019,5-3-2,38,3,2,11,1,25.3,61.93,55,4,16.7,77.4,6.5,Francia
Angers,2019,4-3-3,2116,303,22,210,25,25.9,89.48,41,2,46.2,80.1,6.65,Francia
Angers,2019,4-5-1,198,24,2,21,4,25.9,89.48,41,2,46.2,80.1,6.65,Francia
Angers,2019,5-3-2,154,16,1,18,2,25.9,89.48,41,2,46.2,80.1,6.65,Francia
Angers,2019,5-4-1,76,6,0,10,2,25.9,89.48,41,2,46.2,80.1,6.65,Francia
Angers,2019,4-4-2,61,11,2,7,0,25.9,89.48,41,2,46.2,80.1,6.65,Francia
Angers,2019,3-5-2,13,0,0,2,0,25.9,89.48,41,2,46.2,80.1,6.65,Francia
Angers,2019,4-2-3-1,7,3,1,0,0,25.9,89.48,41,2,46.2,80.1,6.65,Francia
Arsenal,2019,4-2-3-1,1910,212,27,272,23,24.3,607.65,86,5,52.9,83.6,6.71,Inglaterra
Arsenal,2019,3-4-3,526,56,11,74,6,24.3,607.65,86,5,52.9,83.6,6.71,Inglaterra
Arsenal,2019,4-3-3,420,53,7,66,6,24.3,607.65,86,5,52.9,83.6,6.71,Inglaterra
Arsenal,2019,4-4-2,270,45,6,28,5,24.3,607.65,86,5,52.9,83.6,6.71,Inglaterra
Arsenal,2019,4-3-1-2,230,22,3,66,4,24.3,607.65,86,5,52.9,83.6,6.71,Inglaterra
Arsenal,2019,3-5-2,149,15,1,29,3,24.3,607.65,86,5,52.9,83.6,6.71,Inglaterra
Arsenal,2019,5-3-2,60,2,1,11,0,24.3,607.65,86,5,52.9,83.6,6.71,Inglaterra
Arsenal,2019,4-5-1,38,1,0,8,1,24.3,607.65,86,5,52.9,83.6,6.71,Inglaterra
Aston Villa,2019,4-3-3,2474,315,29,404,41,25.7,231.70,68,1,45.7,76.9,6.62,Inglaterra
Aston Villa,2019,3-4-3,490,60,7,93,9,25.7,231.70,68,1,45.7,76.9,6.62,Inglaterra
Aston Villa,2019,4-2-3-1,175,20,1,36,3,25.7,231.70,68,1,45.7,76.9,6.62,Inglaterra
Aston Villa,2019,4-3-1-2,118,16,1,12,1,25.7,231.70,68,1,45.7,76.9,6.62,Inglaterra
Aston Villa,2019,5-3-2,102,7,0,26,6,25.7,231.70,68,1,45.7,76.9,6.62,Inglaterra
Aston Villa,2019,4-4-2,90,16,1,17,3,25.7,231.70,68,1,45.7,76.9,6.62,Inglaterra
Aston Villa,2019,4-5-1,65,8,0,10,3,25.7,231.70,68,1,45.7,76.9,6.62,Inglaterra
Aston Villa,2019,3-5-2,52,12,1,4,0,25.7,231.70,68,1,45.7,76.9,6.62,Inglaterra
Aston Villa,2019,5-4-1,26,5,1,6,1,25.7,231.70,68,1,45.7,76.9,6.62,Inglaterra
Atalanta,2019,3-5-2,2292,473,67,274,31,24.9,291.43,78,2,55.4,83.9,6.93,Italia
Atalanta,2019,3-4-3,1141,217,29,137,16,24.9,291.43,78,2,55.4,83.9,6.93,Italia
Atalanta,2019,5-3-2,92,16,1,10,1,24.9,291.43,78,2,55.4,83.9,6.93,Italia
Atalanta,2019,4-4-2,27,5,1,1,0,24.9,291.43,78,2,55.4,83.9,6.93,Italia
Athletic Club,2019,4-2-3-1,3008,353,36,331,33,26.3,211.75,90,2,49.0,76.4,6.67,España
Athletic Club,2019,5-3-2,283,32,2,33,3,26.3,211.75,90,2,49.0,76.4,6.67,España
Athletic Club,2019,3-5-2,213,20,2,21,2,26.3,211.75,90,2,49.0,76.4,6.67,España
Athletic Club,2019,4-3-3,24,2,0,3,0,26.3,211.75,90,2,49.0,76.4,6.67,España
Athletic Club,2019,4-4-2,23,4,1,4,0,26.3,211.75,90,2,49.0,76.4,6.67,España
Athletic Club,2019,3-4-3,22,1,0,1,0,26.3,211.75,90,2,49.0,76.4,6.67,España
Atletico Madrid,2019,4-4-2,3140,413,47,374,25,24.8,720.15,89,3,48.9,78.8,6.78,España
Atletico Madrid,2019,4-3-3,151,13,1,20,0,24.8,720.15,89,3,48.9,78.8,6.78,España
Atletico Madrid,2019,4-3-1-2,125,8,3,6,2,24.8,720.15,89,3,48.9,78.8,6.78,España
Atletico Madrid,2019,3-5-2,62,4,0,5,0,24.8,720.15,89,3,48.9,78.8,6.78,España
Atletico Madrid,2019,4-5-1,54,3,0,6,0,24.8,720.15,89,3,48.9,78.8,6.78,España
Atletico Madrid,2019,4-2-3-1,34,8,0,3,0,24.8,720.15,89,3,48.9,78.8,6.78,España
Augsburg,2019,4-2-3-1,1836,228,27,254,29,25.4,112.95,64,2,11.9,69.8,6.57,Alemania
Augsburg,2019,4-4-2,1017,111,15,172,24,25.4,112.95,64,2,11.9,69.8,6.57,Alemania
Augsburg,2019,5-4-1,114,8,0,10,3,25.4,112.95,64,2,11.9,69.8,6.57,Alemania
Augsburg,2019,4-5-1,104,8,2,18,4,25.4,112.95,64,2,11.9,69.8,6.57,Alemania
Augsburg,2019,4-3-3,93,8,1,23,3,25.4,112.95,64,2,11.9,69.8,6.57,Alemania
Barcelona,2019,4-3-3,2604,377,73,276,27,24.2,930.28,86,6,63.2,88.8,6.95,España
Barcelona,2019,4-3-1-2,412,49,9,42,5,24.2,930.28,86,6,63.2,88.8,6.95,España
Barcelona,2019,3-5-2,203,32,1,16,2,24.2,930.28,86,6,63.2,88.8,6.95,España
Barcelona,2019,4-4-2,178,21,1,20,1,24.2,930.28,86,6,63.2,88.8,6.95,España
Barcelona,2019,4-2-3-1,137,15,2,13,2,24.2,930.28,86,6,63.2,88.8,6.95,España
Barcelona,2019,4-5-1,28,2,0,4,1,24.2,930.28,86,6,63.2,88.8,6.95,España
Bayer Leverkusen,2019,4-2-3-1,1710,284,35,185,23,25.1,398.95,55,6,60.1,85.1,6.84,Alemania
Bayer Leverkusen,2019,3-4-3,868,113,17,122,16,25.1,398.95,55,6,60.1,85.1,6.84,Alemania
