Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
1,4-2-3-1,451,59,4,79,12,4.40+0.40,10.84-1.16,-6.44,0.88,2.16,2019,Fortuna_Duesseldorf
2,5-3-2,407,46,10,66,10,5.07-4.93,8.40-1.60,-3.33,1.12,1.86,2019,Fortuna_Duesseldorf
3,3-5-2,368,44,5,33,5,3.72-1.28,4.76-0.24,-1.04,0.91,1.16,2019,Fortuna_Duesseldorf
4,5-4-1,348,60,1,44,6,5.29+4.29,6.24+0.24,-0.95,1.37,1.61,2019,Fortuna_Duesseldorf
5,4-4-2,275,50,3,29,3,4.02+1.02,4.05+1.05,-0.04,1.31,1.33,2019,Fortuna_Duesseldorf
6,4-3-3,268,45,5,43,3,2.37-2.63,5.80+2.80,-3.43,0.80,1.95,2019,Fortuna_Duesseldorf
7,4-1-4-1,260,22,0,72,13,1.57+1.57,12.40-0.60,-10.84,0.54,4.29,2019,Fortuna_Duesseldorf
8,3-1-4-2,231,22,2,34,6,1.66-0.34,4.77-1.23,-3.11,0.65,1.86,2019,Fortuna_Duesseldorf
9,4-2-2-2,188,30,2,22,5,3.18+1.18,4.50-0.50,-1.32,1.52,2.15,2019,Fortuna_Duesseldorf
10,3-4-2-1,147,15,1,15,1,1.12+0.12,2.57+1.57,-1.45,0.69,1.58,2019,Fortuna_Duesseldorf
11,3-4-3,144,28,1,28,3,1.63+0.63,4.68+1.68,-3.06,1.02,2.93,2019,Fortuna_Duesseldorf
12,4-4-1-1,81,7,2,7,0,1.76-0.24,1.00+1.00,0.76,1.95,1.11,2019,Fortuna_Duesseldorf
1,4-4-2,1021,146,12,152,18,12.93+0.93,20.77+2.77,-7.83,1.14,1.83,2019,Paderborn
2,4-2-3-1,473,65,10,85,8,6.99-3.01,10.33+2.33,-3.33,1.33,1.96,2019,Paderborn
3,4-2-2-2,410,45,4,69,18,5.75+1.75,9.86-8.14,-4.12,1.26,2.17,2019,Paderborn
4,4-1-4-1,406,52,3,60,10,4.30+1.30,9.50-0.50,-5.20,0.95,2.11,2019,Paderborn
5,4-3-3,293,46,2,39,6,3.34+1.34,5.49-0.51,-2.16,1.02,1.69,2019,Paderborn
6,3-4-1-2,238,35,4,40,8,2.67-1.33,6.08-1.92,-3.41,1.01,2.30,2019,Paderborn
7,3-4-2-1,94,12,0,16,1,0.40+0.40,2.54+1.54,-2.15,0.38,2.44,2019,Paderborn
8,4-4-1-1,89,5,0,14,2,0.95+0.95,1.96-0.04,-1.01,0.96,1.98,2019,Paderborn
9,3-5-2,67,17,1,6,2,1.27+0.27,1.88-0.12,-0.61,1.71,2.53,2019,Paderborn
10,4-3-2-1,30,3,1,10,0,0.85-0.15,1.28+1.28,-0.43,2.56,3.85,2019,Paderborn
11,4-1-2-1-2,25,3,0,3,0,0.13+0.13,0.26+0.26,-0.13,0.47,0.95,2019,Paderborn
12,3-4-3,18,2,0,1,0,0.09+0.09,0.32+0.32,-0.23,0.44,1.61,2019,Paderborn
13,4-3-1-2,15,0,0,1,1,0.00,0.21-0.79,-0.21,0.00,1.26,2019,Paderborn
1,4-2-3-1,1529,307,49,118,15,50.91+1.91,13.95-1.05,36.96,3.00,0.82,2018,Bayern_Munich
2,4-1-4-1,768,142,15,66,11,19.38+4.38,7.85-3.15,11.53,2.27,0.92,2018,Bayern_Munich
3,4-3-3,540,107,15,55,5,13.94-1.06,5.60+0.60,8.34,2.32,0.93,2018,Bayern_Munich
4,4-4-1-1,245,66,9,14,1,10.26+1.26,1.44+0.44,8.82,3.77,0.53,2018,Bayern_Munich
5,4-4-2,60,14,0,5,0,0.99+0.99,0.13+0.13,0.85,1.48,0.20,2018,Bayern_Munich
6,4-5-1,14,1,0,0,0,0.04+0.04,0.00,0.04,0.25,0.00,2018,Bayern_Munich
1,4-2-3-1,2655,393,71,286,35,58.43-12.57,35.12+0.12,23.31,1.98,1.19,2018,Borussia_Dortmund
2,4-3-3,187,20,4,18,1,3.95-0.05,1.92+0.92,2.02,1.90,0.93,2018,Borussia_Dortmund
3,4-1-4-1,179,26,4,24,5,3.52-0.48,3.53-1.47,-0.02,1.77,1.78,2018,Borussia_Dortmund
4,4-4-2,99,7,1,16,1,0.66-0.34,2.50+1.50,-1.83,0.60,2.27,2018,Borussia_Dortmund
5,4-1-3-2,23,1,1,2,1,0.58-0.42,0.13-0.87,0.45,2.26,0.50,2018,Borussia_Dortmund
6,4-5-1,11,2,0,1,0,0.09+0.09,0.03+0.03,0.06,0.72,0.23,2018,Borussia_Dortmund
7,5-4-1,5,0,0,1,1,0.00,0.26-0.74,-0.26,0.00,4.68,2018,Borussia_Dortmund
8,3-4-3,3,0,0,2,0,0.00,0.13+0.13,-0.13,0.00,4.01,2018,Borussia_Dortmund
1,4-2-2-2,650,89,10,52,6,13.73+3.73,8.46+2.46,5.27,1.90,1.17,2018,RasenBallsport_Leipzig
2,4-1-2-1-2,521,91,10,47,0,13.79+3.79,6.83+6.83,6.96,2.38,1.18,2018,RasenBallsport_Leipzig
3,4-4-2,388,70,6,54,2,7.09+1.09,6.51+4.51,0.58,1.64,1.51,2018,RasenBallsport_Leipzig
4,3-1-4-2,381,71,12,45,6,12.15+0.15,4.38-1.62,7.77,2.87,1.03,2018,RasenBallsport_Leipzig
5,4-3-3,303,51,10,20,0,6.36-3.64,1.03+1.03,5.33,1.89,0.31,2018,RasenBallsport_Leipzig
6,3-5-2,230,26,4,23,3,3.62-0.38,3.70+0.70,-0.08,1.42,1.45,2018,RasenBallsport_Leipzig
7,4-3-1-2,138,19,1,18,5,1.37+0.37,3.98-1.02,-2.61,0.89,2.59,2018,RasenBallsport_Leipzig
8,5-3-2,133,25,2,18,3,2.48+0.48,2.36-0.64,0.12,1.68,1.60,2018,RasenBallsport_Leipzig
9,4-1-3-2,115,15,6,15,2,3.55-2.45,0.96-1.04,2.59,2.78,0.75,2018,RasenBallsport_Leipzig
10,3-4-1-2,93,15,0,6,0,1.60+1.60,0.50+0.50,1.10,1.55,0.49,2018,RasenBallsport_Leipzig
11,4-1-4-1,83,10,0,7,1,0.69+0.69,0.66-0.34,0.03,0.75,0.72,2018,RasenBallsport_Leipzig
12,4-2-3-1,59,7,1,5,1,0.61-0.39,0.73-0.27,-0.12,0.93,1.11,2018,RasenBallsport_Leipzig
13,5-4-1,55,8,1,11,0,1.46+0.46,1.08+1.08,0.38,2.40,1.77,2018,RasenBallsport_Leipzig
1,4-3-3,1425,250,32,149,21,32.28+0.28,18.12-2.88,14.16,2.04,1.14,2018,Bayer_Leverkusen
2,4-2-3-1,1126,175,17,166,17,16.78-0.22,21.39+4.39,-4.61,1.34,1.71,2018,Bayer_Leverkusen
3,3-4-2-1,199,33,6,23,5,4.64-1.36,3.37-1.63,1.27,2.10,1.53,2018,Bayer_Leverkusen
4,3-4-3,180,36,12,20,3,7.90-4.10,1.67-1.33,6.22,3.95,0.84,2018,Bayer_Leverkusen
5,5-3-2,95,3,1,15,3,0.78-0.22,1.40-1.60,-0.62,0.74,1.33,2018,Bayer_Leverkusen
6,4-4-2,71,6,0,10,3,0.44+0.44,2.37-0.63,-1.93,0.56,3.01,2018,Bayer_Leverkusen
7,3-5-2,25,5,0,9,0,0.40+0.40,0.73+0.73,-0.33,1.44,2.63,2018,Bayer_Leverkusen
8,3-1-4-2,18,7,1,0,0,0.36-0.64,0.00,0.36,1.79,0.00,2018,Bayer_Leverkusen
9,4-1-2-1-2,11,2,0,1,0,0.05+0.05,0.04+0.04,0.01,0.43,0.32,2018,Bayer_Leverkusen
1,4-3-3,2211,296,38,305,31,38.57+0.57,36.45+5.45,2.13,1.57,1.48,2018,Borussia_M.Gladbach
2,4-1-4-1,417,85,12,56,4,10.54-1.46,6.25+2.25,4.29,2.28,1.35,2018,Borussia_M.Gladbach
3,3-4-1-2,346,61,3,49,4,6.68+3.68,6.12+2.12,0.56,1.74,1.59,2018,Borussia_M.Gladbach
4,4-2-3-1,47,10,1,6,1,0.98-0.02,0.22-0.78,0.76,1.88,0.42,2018,Borussia_M.Gladbach
5,3-1-4-2,46,1,0,16,1,0.06+0.06,1.64+0.64,-1.57,0.12,3.21,2018,Borussia_M.Gladbach
6,3-5-2,32,0,0,12,0,0.00,2.30+2.30,-2.30,0.00,6.46,2018,Borussia_M.Gladbach
7,4-4-2,27,3,1,4,0,0.51-0.49,0.23+0.23,0.29,1.71,0.75,2018,Borussia_M.Gladbach
8,3-4-3,22,3,0,4,1,0.17+0.17,0.69-0.31,-0.52,0.70,2.84,2018,Borussia_M.Gladbach
1,4-3-3,1732,234,36,258,33,32.94-3.06,29.67-3.33,3.27,1.71,1.54,2018,Wolfsburg
2,4-3-1-2,470,75,13,63,4,8.82-4.18,6.24+2.24,2.58,1.69,1.20,2018,Wolfsburg
3,4-1-2-1-2,442,57,4,66,5,7.19+3.19,8.87+3.87,-1.68,1.46,1.81,2018,Wolfsburg
4,4-1-4-1,271,23,1,36,5,1.36+0.36,3.97-1.03,-2.61,0.45,1.32,2018,Wolfsburg
5,4-2-3-1,124,18,4,15,2,1.41-2.59,1.08-0.92,0.33,1.02,0.78,2018,Wolfsburg
6,4-4-2,111,19,4,6,0,1.80-2.20,0.31+0.31,1.49,1.46,0.25,2018,Wolfsburg
7,3-5-2,14,1,0,1,1,0.05+0.05,0.23-0.77,-0.18,0.31,1.48,2018,Wolfsburg
1,3-4-1-2,1866,244,32,266,24,35.60+3.60,29.72+5.72,5.88,1.72,1.43,2018,Eintracht_Frankfurt
2,3-1-4-2,677,110,18,79,8,18.94+0.94,8.60+0.60,10.34,2.52,1.14,2018,Eintracht_Frankfurt
3,4-2-3-1,350,29,4,58,6,3.27-0.73,6.81+0.81,-3.53,0.84,1.75,2018,Eintracht_Frankfurt
4,3-5-2,190,18,2,35,2,3.40+1.40,5.17+3.17,-1.77,1.61,2.45,2018,Eintracht_Frankfurt
5,3-4-3,36,4,1,10,6,0.08-0.92,2.84-3.16,-2.75,0.21,7.09,2018,Eintracht_Frankfurt
6,4-4-2,32,10,1,4,1,0.73-0.27,0.29-0.71,0.44,2.05,0.82,2018,Eintracht_Frankfurt
7,4-3-3,13,4,2,2,0,0.91-1.09,0.10+0.10,0.82,6.32,0.68,2018,Eintracht_Frankfurt
8,4-1-2-1-2,9,0,0,3,1,0.00,0.20-0.80,-0.20,0.00,2.04,2018,Eintracht_Frankfurt
1,4-3-3,1071,155,27,140,17,19.13-7.87,16.81-0.19,2.32,1.61,1.41,2018,Werder_Bremen
2,4-3-1-2,628,99,12,88,7,9.84-2.16,8.48+1.48,1.36,1.41,1.22,2018,Werder_Bremen
3,4-1-2-1-2,499,72,10,78,5,7.91-2.09,9.31+4.31,-1.40,1.43,1.68,2018,Werder_Bremen
4,4-1-4-1,253,37,3,37,7,3.98+0.98,5.90-1.10,-1.92,1.41,2.10,2018,Werder_Bremen
5,4-4-1-1,228,43,2,49,5,4.36+2.36,6.39+1.39,-2.03,1.72,2.52,2018,Werder_Bremen
6,5-3-2,162,19,1,26,1,1.47+0.47,2.16+1.16,-0.69,0.82,1.20,2018,Werder_Bremen
7,3-5-2,145,20,1,28,5,2.00+1.00,4.73-0.27,-2.73,1.24,2.94,2018,Werder_Bremen
8,3-4-1-2,133,16,0,18,1,1.14+1.14,2.16+1.16,-1.02,0.77,1.46,2018,Werder_Bremen
9,4-2-2-2,38,6,1,7,1,0.89-0.11,0.94-0.06,-0.05,2.10,2.23,2018,Werder_Bremen
10,4-1-3-2,14,3,0,2,0,0.11+0.11,0.08+0.08,0.03,0.69,0.52,2018,Werder_Bremen
11,5-4-1,8,1,1,1,0,0.21-0.79,0.05+0.05,0.16,2.34,0.56,2018,Werder_Bremen
1,3-5-2,973,175,19,138,20,22.84+3.84,18.21-1.79,4.64,2.11,1.68,2018,Hoffenheim
2,3-4-2-1,377,82,9,53,3,10.74+1.74,4.34+1.34,6.40,2.56,1.04,2018,Hoffenheim
3,3-4-1-2,306,52,7,45,3,7.44+0.44,4.55+1.55,2.89,2.19,1.34,2018,Hoffenheim
4,4-3-3,283,46,9,55,4,7.91-1.09,5.28+1.28,2.63,2.52,1.68,2018,Hoffenheim
5,3-4-3,261,72,2,33,3,9.88+7.88,2.53-0.47,7.35,3.41,0.87,2018,Hoffenheim
6,3-1-4-2,258,51,5,42,5,7.17+2.17,5.24+0.24,1.93,2.50,1.83,2018,Hoffenheim
7,4-1-2-1-2,160,18,2,17,1,2.60+0.60,2.34+1.34,0.27,1.46,1.31,2018,Hoffenheim
8,4-4-2,125,30,8,17,2,4.68-3.32,3.22+1.22,1.46,3.37,2.32,2018,Hoffenheim
9,4-1-4-1,96,13,2,21,4,0.83-1.17,3.25-0.75,-2.42,0.78,3.05,2018,Hoffenheim
10,4-1-3-2,74,10,1,11,2,0.62-0.38,1.47-0.53,-0.85,0.75,1.78,2018,Hoffenheim
11,4-3-1-2,65,21,1,3,0,2.28+1.28,0.22+0.22,2.06,3.15,0.30,2018,Hoffenheim
12,4-2-2-2,64,17,2,7,0,2.83+0.83,0.62+0.62,2.21,3.98,0.87,2018,Hoffenheim
13,4-4-1-1,54,11,0,13,4,0.77+0.77,1.81-2.19,-1.04,1.28,3.01,2018,Hoffenheim
14,4-3-2-1,41,8,2,9,0,0.88-1.12,1.14+1.14,-0.26,1.93,2.50,2018,Hoffenheim
15,5-4-1,34,8,1,6,1,1.26+0.26,0.50-0.50,0.76,3.34,1.33,2018,Hoffenheim
1,4-1-4-1,1115,145,16,165,28,20.16+4.16,27.00-1.00,-6.84,1.63,2.18,2018,Fortuna_Duesseldorf
2,4-4-2,562,87,13,75,4,9.68-3.32,6.87+2.87,2.81,1.55,1.10,2018,Fortuna_Duesseldorf
3,5-3-2,422,57,4,86,6,6.02+2.02,9.67+3.67,-3.65,1.28,2.06,2018,Fortuna_Duesseldorf
4,4-2-3-1,321,23,4,46,9,3.08-0.92,5.40-3.60,-2.32,0.86,1.51,2018,Fortuna_Duesseldorf
5,4-5-1,231,25,4,38,8,2.55-1.45,5.18-2.82,-2.63,0.99,2.02,2018,Fortuna_Duesseldorf
6,4-2-2-2,186,28,2,34,4,3.04+1.04,4.20+0.20,-1.16,1.47,2.03,2018,Fortuna_Duesseldorf
7,3-5-2,166,24,3,27,2,2.21-0.79,2.77+0.77,-0.57,1.20,1.50,2018,Fortuna_Duesseldorf
8,4-4-1-1,94,19,2,6,1,2.55+0.55,0.11-0.89,2.44,2.44,0.11,2018,Fortuna_Duesseldorf
9,3-4-1-2,48,6,0,12,3,0.50+0.50,2.09-0.91,-1.59,0.94,3.91,2018,Fortuna_Duesseldorf
10,5-4-1,18,4,1,2,0,0.98-0.02,0.62+0.62,0.36,4.92,3.11,2018,Fortuna_Duesseldorf
1,4-2-3-1,1719,229,29,276,27,29.26+0.26,33.04+6.04,-3.78,1.53,1.73,2018,Hertha_Berlin
2,3-4-1-2,740,82,8,111,15,10.53+2.53,14.68-0.32,-4.16,1.28,1.79,2018,Hertha_Berlin
3,4-4-1-1,145,24,3,23,6,2.15-0.85,3.44-2.56,-1.29,1.33,2.14,2018,Hertha_Berlin
4,4-4-2,103,15,1,10,3,1.54+0.54,1.56-1.44,-0.02,1.34,1.36,2018,Hertha_Berlin
5,3-4-3,100,10,1,14,0,1.03+0.03,1.54+1.54,-0.51,0.93,1.39,2018,Hertha_Berlin
6,3-4-2-1,93,11,2,19,2,2.04+0.04,3.57+1.57,-1.53,1.98,3.46,2018,Hertha_Berlin
7,4-3-3,92,5,2,14,0,0.57-1.43,1.40+1.40,-0.83,0.55,1.37,2018,Hertha_Berlin
8,3-5-2,90,13,0,23,3,1.83+1.83,3.76+0.76,-1.93,1.83,3.76,2018,Hertha_Berlin
9,5-3-2,90,16,3,14,1,2.25-0.75,1.15+0.15,1.10,2.25,1.15,2018,Hertha_Berlin
1,4-3-1-2,1489,268,24,236,26,28.21+4.21,29.94+3.94,-1.73,1.71,1.81,2018,Mainz_05
2,4-1-2-1-2,459,63,10,74,8,6.48-3.52,9.27+1.27,-2.79,1.27,1.82,2018,Mainz_05
3,4-3-3,334,36,1,74,10,2.11+1.11,7.25-2.75,-5.15,0.57,1.95,2018,Mainz_05
4,4-2-3-1,278,41,4,40,1,4.90+0.90,4.81+3.81,0.08,1.58,1.56,2018,Mainz_05
5,4-4-1-1,231,31,4,44,2,3.31-0.69,4.36+2.36,-1.05,1.29,1.70,2018,Mainz_05
6,5-3-2,189,32,2,23,4,4.40+2.40,3.24-0.76,1.17,2.10,1.54,2018,Mainz_05
7,4-4-2,93,14,0,6,1,0.61+0.61,1.11+0.11,-0.50,0.59,1.07,2018,Mainz_05
8,3-4-1-2,90,15,1,18,5,2.04+1.04,3.42-1.58,-1.38,2.04,3.42,2018,Mainz_05
1,4-4-2,927,122,20,164,10,11.69-8.31,13.61+3.61,-1.92,1.14,1.32,2018,Freiburg
2,3-4-3,426,77,4,67,8,8.99+4.99,8.50+0.50,0.49,1.90,1.80,2018,Freiburg
3,4-2-2-2,393,48,6,55,11,3.74-2.26,8.16-2.84,-4.42,0.86,1.87,2018,Freiburg
4,4-2-3-1,392,52,7,70,9,6.56-0.44,8.36-0.64,-1.80,1.51,1.92,2018,Freiburg
5,4-4-1-1,228,31,3,50,6,3.65+0.65,7.28+1.28,-3.63,1.44,2.87,2018,Freiburg
6,4-1-3-2,220,37,1,36,6,3.17+2.17,6.75+0.75,-3.58,1.30,2.76,2018,Freiburg
7,3-1-4-2,194,27,3,23,3,3.31+0.31,2.25-0.75,1.06,1.54,1.04,2018,Freiburg
8,5-3-2,117,11,1,19,2,0.91-0.09,1.93-0.07,-1.02,0.70,1.48,2018,Freiburg
9,4-1-4-1,111,5,1,20,1,0.22-0.78,1.05+0.05,-0.83,0.18,0.85,2018,Freiburg
10,5-4-1,108,6,0,15,2,0.22+0.22,2.91+0.91,-2.69,0.18,2.43,2018,Freiburg
11,3-4-2-1,56,11,0,6,3,1.33+1.33,1.64-1.36,-0.30,2.14,2.63,2018,Freiburg
1,3-1-4-2,1099,148,12,165,16,17.37+5.37,19.00+3.00,-1.63,1.42,1.56,2018,Schalke_04
2,4-2-3-1,661,89,7,90,8,8.51+1.51,10.96+2.96,-2.45,1.16,1.49,2018,Schalke_04
3,3-5-2,248,31,4,39,3,4.65+0.65,2.79-0.21,1.85,1.69,1.01,2018,Schalke_04
4,4-4-2,229,32,1,33,7,3.05+2.05,4.22-2.78,-1.17,1.20,1.66,2018,Schalke_04
5,3-4-1-2,187,26,1,29,4,1.09+0.09,3.99-0.01,-2.90,0.52,1.92,2018,Schalke_04
6,4-1-2-1-2,177,28,4,34,3,4.21+0.21,4.17+1.17,0.04,2.14,2.12,2018,Schalke_04
7,3-4-2-1,159,21,3,20,4,3.06+0.06,2.43-1.57,0.63,1.73,1.38,2018,Schalke_04
8,4-4-1-1,107,9,0,15,1,0.44+0.44,1.22+0.22,-0.78,0.37,1.03,2018,Schalke_04
9,4-3-1-2,94,6,1,9,2,1.49+0.49,0.90-1.10,0.59,1.43,0.86,2018,Schalke_04
10,3-4-3,82,7,1,14,3,0.50-0.50,2.40-0.60,-1.91,0.54,2.64,2018,Schalke_04
11,5-3-2,72,6,3,7,1,1.00-2.00,0.52-0.48,0.47,1.25,0.66,2018,Schalke_04
12,4-3-3,28,8,0,2,1,1.18+1.18,0.12-0.88,1.06,3.79,0.38,2018,Schalke_04
13,4-1-4-1,22,3,0,8,2,0.19+0.19,1.78-0.22,-1.58,0.79,7.28,2018,Schalke_04
14,4-1-3-2,10,3,0,1,0,0.16+0.16,0.03+0.03,0.13,1.43,0.24,2018,Schalke_04
1,4-1-4-1,935,147,22,167,23,14.09-7.91,24.36+1.36,-10.27,1.36,2.34,2018,Augsburg
2,4-2-3-1,529,85,10,68,8,9.69-0.31,7.98-0.02,1.71,1.65,1.36,2018,Augsburg
3,4-3-3,417,47,3,60,8,3.72+0.72,10.71+2.71,-6.98,0.80,2.31,2018,Augsburg
4,3-4-3,343,41,3,61,5,3.73+0.73,5.58+0.58,-1.85,0.98,1.46,2018,Augsburg
5,3-4-2-1,258,51,1,44,6,3.76+2.76,4.18-1.82,-0.42,1.31,1.46,2018,Augsburg
6,4-4-1-1,182,30,4,24,5,5.34+1.34,2.22-2.78,3.13,2.64,1.10,2018,Augsburg
7,4-5-1,160,14,1,28,2,1.08+0.08,3.23+1.23,-2.15,0.61,1.82,2018,Augsburg
8,4-4-2,99,11,2,17,3,0.81-1.19,2.28-0.72,-1.47,0.73,2.07,2018,Augsburg
9,4-2-2-2,75,11,2,11,1,2.94+0.94,1.27+0.27,1.68,3.53,1.52,2018,Augsburg
10,5-4-1,53,8,1,15,3,1.31+0.31,2.10-0.90,-0.79,2.23,3.56,2018,Augsburg
11,4-1-3-2,45,5,0,11,1,0.70+0.70,0.35-0.65,0.35,1.39,0.70,2018,Augsburg
12,3-4-1-2,42,3,2,13,4,1.31-0.69,1.65-2.35,-0.33,2.81,3.53,2018,Augsburg
13,5-3-2,14,0,0,2,0,0.00,0.12+0.12,-0.12,0.00,0.75,2018,Augsburg
14,3-5-2,11,2,0,2,2,0.18+0.18,0.84-1.16,-0.66,1.44,6.88,2018,Augsburg
1,4-4-2,520,75,7,88,12,6.43-0.57,12.74+0.74,-6.32,1.11,2.21,2018,VfB_Stuttgart
2,4-4-1-1,375,52,2,58,2,4.18+2.18,5.01+3.01,-0.83,1.00,1.20,2018,VfB_Stuttgart
3,5-3-2,335,29,3,69,11,3.19+0.19,8.29-2.71,-5.11,0.86,2.23,2018,VfB_Stuttgart
4,4-1-4-1,312,31,2,64,9,3.23+1.23,5.65-3.35,-2.42,0.93,1.63,2018,VfB_Stuttgart
5,4-2-3-1,285,55,5,41,7,4.90-0.10,5.72-1.28,-0.81,1.55,1.80,2018,VfB_Stuttgart
6,3-4-2-1,259,30,1,58,6,1.77+0.77,7.99+1.99,-6.22,0.62,2.78,2018,VfB_Stuttgart
7,5-4-1,233,26,6,19,6,4.50-1.50,2.25-3.75,2.25,1.74,0.87,2018,VfB_Stuttgart
8,4-3-3,221,37,2,34,4,3.68+1.68,3.53-0.47,0.15,1.50,1.44,2018,VfB_Stuttgart
9,4-1-2-1-2,186,27,2,33,3,3.08+1.08,4.82+1.82,-1.74,1.49,2.33,2018,VfB_Stuttgart
10,3-5-2,184,21,0,28,4,1.01+1.01,4.55+0.55,-3.54,0.50,2.23,2018,VfB_Stuttgart
11,3-4-1-2,145,19,2,22,4,1.92-0.08,4.50+0.50,-2.58,1.19,2.79,2018,VfB_Stuttgart
12,4-3-1-2,47,5,0,8,2,0.40+0.40,1.16-0.84,-0.76,0.76,2.22,2018,VfB_Stuttgart
13,4-5-1,36,1,0,8,0,0.01+0.01,1.08+1.08,-1.07,0.04,2.71,2018,VfB_Stuttgart
1,3-4-1-2,475,66,7,71,13,6.59-0.41,11.43-1.57,-4.84,1.25,2.17,2018,Hannover_96
2,4-4-2,403,49,5,76,12,4.55-0.45,9.31-2.69,-4.76,1.02,2.08,2018,Hannover_96
3,4-3-3,329,50,2,52,6,4.36+2.36,6.19+0.19,-1.83,1.19,1.69,2018,Hannover_96
4,3-4-3,315,55,5,41,5,3.96-1.04,4.49-0.51,-0.53,1.13,1.28,2018,Hannover_96
5,4-2-3-1,288,30,2,49,6,2.78+0.78,7.39+1.39,-4.61,0.87,2.31,2018,Hannover_96
6,4-2-2-2,188,20,1,24,1,1.30+0.30,2.75+1.75,-1.45,0.62,1.32,2018,Hannover_96
7,4-1-2-1-2,184,20,2,44,3,2.38+0.38,4.30+1.30,-1.91,1.17,2.10,2018,Hannover_96
8,5-4-1,183,10,1,43,7,1.03+0.03,6.59-0.41,-5.56,0.51,3.24,2018,Hannover_96
9,3-4-2-1,176,20,0,38,3,0.83+0.83,4.62+1.62,-3.80,0.42,2.36,2018,Hannover_96
10,4-5-1,144,16,2,22,5,1.92-0.08,3.90-1.10,-1.98,1.20,2.44,2018,Hannover_96
11,4-3-1-2,140,9,2,36,3,2.55+0.55,5.98+2.98,-3.42,1.64,3.84,2018,Hannover_96
12,4-1-4-1,137,16,1,21,2,1.14+0.14,1.85-0.15,-0.71,0.75,1.21,2018,Hannover_96
13,5-3-2,98,6,0,36,3,1.16+1.16,3.89+0.89,-2.73,1.07,3.57,2018,Hannover_96
14,3-1-4-2,94,14,1,15,2,1.04+0.04,2.32+0.32,-1.28,1.00,2.22,2018,Hannover_96
15,3-5-1-1,6,1,0,3,0,0.27+0.27,0.21+0.21,0.06,4.08,3.15,2018,Hannover_96
1,4-3-3,790,95,5,122,23,8.93+3.93,12.51-10.49,-3.59,1.02,1.43,2018,Nuernberg
2,4-1-4-1,735,97,7,119,11,11.65+4.65,12.92+1.92,-1.27,1.43,1.58,2018,Nuernberg
3,4-4-2,644,69,5,102,11,5.48+0.48,11.00,-5.52,0.77,1.54,2018,Nuernberg
4,4-5-1,237,20,2,40,3,1.87-0.13,4.35+1.35,-2.48,0.71,1.65,2018,Nuernberg
5,4-2-3-1,223,24,0,41,4,2.18+2.18,4.72+0.72,-2.54,0.88,1.90,2018,Nuernberg
6,4-3-1-2,165,19,4,29,3,4.09+0.09,3.13+0.13,0.96,2.23,1.71,2018,Nuernberg
7,4-4-1-1,93,15,2,16,2,1.42-0.58,2.62+0.62,-1.20,1.37,2.54,2018,Nuernberg
8,4-2-2-2,93,11,1,20,1,0.68-0.32,1.42+0.42,-0.74,0.65,1.37,2018,Nuernberg
9,5-3-2,90,4,0,19,7,0.15+0.15,2.19-4.81,-2.03,0.15,2.19,2018,Nuernberg
10,4-1-2-1-2,52,4,0,8,2,0.06+0.06,1.80-0.20,-1.74,0.10,3.11,2018,Nuernberg
11,4-3-2-1,21,2,0,3,1,0.05+0.05,0.49-0.51,-0.45,0.19,2.12,2018,Nuernberg
12,3-4-3,3,1,0,0,0,0.01+0.01,0.00,0.01,0.27,0.00,2018,Nuernberg
13,4-1-3-2,1,1,0,0,0,0.76+0.76,0.00,0.76,68.20,0.00,2018,Nuernberg
1,4-3-3,1791,345,42,236,24,41.08-0.92,20.34-3.66,20.74,2.06,1.02,2019,Juventus
2,4-3-1-2,1360,257,28,172,15,28.04+0.04,16.32+1.32,11.73,1.86,1.08,2019,Juventus
3,4-4-2,213,32,2,34,3,2.36+0.36,3.67+0.67,-1.30,1.00,1.55,2019,Juventus
4,4-1-2-1-2,188,42,4,21,1,5.26+1.26,0.85-0.15,4.41,2.52,0.41,2019,Juventus
5,4-1-4-1,22,2,0,5,0,0.38+0.38,0.75+0.75,-0.38,1.54,3.08,2019,Juventus
6,4-2-2-2,17,4,0,2,0,0.08+0.08,0.06+0.06,0.01,0.40,0.34,2019,Juventus
1,3-5-2,1839,329,44,261,22,36.42-7.58,20.79-1.21,15.63,1.78,1.02,2019,Inter
2,3-4-1-2,1397,243,33,159,12,35.46+2.46,15.77+3.77,19.69,2.28,1.02,2019,Inter
3,3-4-2-1,83,20,1,5,0,1.47+0.47,0.24+0.24,1.24,1.60,0.26,2019,Inter
4,3-1-4-2,78,13,2,7,0,2.58+0.58,0.79+0.79,1.79,2.98,0.91,2019,Inter
5,3-5-1-1,77,8,1,16,1,0.84-0.16,2.44+1.44,-1.60,0.98,2.85,2019,Inter
6,5-4-1,57,4,0,8,1,0.25+0.25,0.78-0.22,-0.53,0.40,1.24,2019,Inter
7,4-3-1-2,27,2,0,2,0,0.11+0.11,0.15+0.15,-0.04,0.36,0.50,2019,Inter
1,3-4-1-2,2136,447,63,254,29,56.26-6.74,26.82-2.18,29.44,2.37,1.13,2019,Atalanta
2,3-4-2-1,839,151,22,104,10,19.45-2.55,8.81-1.19,10.64,2.09,0.94,2019,Atalanta
3,3-4-3,277,58,6,31,5,4.78-1.22,4.92-0.08,-0.14,1.55,1.60,2019,Atalanta
